iter,wake_jitter_us,period_us,sensor_us,control_us,actuator_us,total_exec_us,overrun_period,overrun_budget,speed,voltage
471,83,9996,0,0,0,0,0,0,9.999630,9.999764
472,84,10001,0,0,0,0,1,0,9.999636,9.999768
473,102,10017,0,0,0,0,1,0,9.999643,9.999772
474,90,9987,0,0,0,0,0,0,9.999650,9.999777
475,87,9996,0,0,0,0,0,0,9.999656,9.999781
476,101,10014,0,0,0,0,1,0,9.999663,9.999785
477,82,9981,0,0,0,0,0,0,9.999669,9.999789
478,82,9999,0,0,0,0,0,0,9.999675,9.999793
479,96,10014,0,0,0,0,1,0,9.999681,9.999797
480,108,10012,0,0,0,0,1,0,9.999687,9.999800
481,87,9978,0,0,0,0,0,0,9.999693,9.999804
482,85,9998,0,0,0,0,0,0,9.999699,9.999808
483,87,10002,0,0,0,0,1,0,9.999705,9.999811
484,97,10009,0,0,0,0,1,0,9.999710,9.999815
485,103,10006,0,0,0,0,1,0,9.999715,9.999818
486,79,9976,0,0,0,0,0,0,9.999721,9.999822
487,79,9999,0,0,0,0,0,0,9.999726,9.999825
488,107,10027,0,0,0,0,1,0,9.999731,9.999828
489,87,9979,0,0,0,0,0,0,9.999736,9.999832
490,87,10000,0,0,0,0,0,0,9.999741,9.999835
491,112,10024,0,0,0,0,1,0,9.999746,9.999838
492,103,9990,0,0,0,0,0,0,9.999751,9.999841
493,90,9986,0,0,0,0,0,0,9.999755,9.999844
494,83,9993,0,0,0,0,0,0,9.999760,9.999847
495,101,10018,0,0,0,0,1,0,9.999764,9.999850
496,92,9990,0,0,0,0,0,0,9.999769,9.999852
497,83,9991,0,0,0,0,0,0,9.999773,9.999855
498,86,10003,0,0,0,0,1,0,9.999777,9.999858
499,108,10022,0,0,0,0,1,0,9.999782,9.999861
